Company,Faculty,Major,Major Code,Company Address,Latitude,Longitude,Count
HIREDLY,FCM,Advertising Design,MB09,"No A-3-1 & No A-3-2, Block A Plaza TTDI, Jalan Wan Kadir 3, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.13727,101.630686,2
HITO PRINT SHOP,FCM,3D Modelling & Animation,MD04,"No,75 & 75A, Jalan Cu 4, Taman Cheng Utama, 75250 Malacca",2.260825,102.22312,1
HOMETASTE TECH SDN.BHD.,FCM,Advertising Design,MB09,"2-17, Glomac centro, jalan teratai, Jalan PJU 6a/3a, mukim pekan kayu ara, 47400 Petaling Jaya, Selangor, Malaysia",3.1332073,101.6144492,1
Hablem Oil & Gas (M) Sdn Bhd,FCM,3D Modelling & Animation,MD04,"1St Floor, 9158A & 9159A, Jalan Bandar 4, Taman Melawati, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.2117312,101.7516361,1
Hashtag Media Sdn Bhd,FCM,Creative Multimedia,MD07,"SB-05-09, Paragon Pangea, Persiaran Bestari, 63000 Cyberjaya, Selangor",2.9244211,101.6371876,2
Hatch Big Ideas Sdn Bhd,FCM,Advertising Design,MB09,"No.33, 3, Jalan PJU 5/9, Dataran Sunway, 47810 Petaling Jaya, Selangor",3.150975,101.5925137,4
Hawanis Exclusive Sport Bra,FCM,Digital Motion Graphics,MD08,"No 2, 1F, Jln Setia Perdana BB U13/BB, Setia Alam, 40170 Shah Alam, Selangor",3.1251834,101.4697129,1
Headstart Academy,FCM,Virtual Reality,MB06,"Lot No. 3A.07 & 3A.08 Level 3A, Glo Damansara Mall, 699, Jln Damansara, 60000, Wilayah Persekutuan Kuala Lumpur",3.132696,101.6298517,1
Heer Picture,FCM,Animation,MB11,"63A, Jalan Chung Thye Phin, Taman Jubilee, 30250 Ipoh, Perak",4.5882789,101.0866337,2
Herbet Sdn Bhd,FCM,Advertising Design,MB09,"5-13A-2, Block 5,VSQ @ PJ City Center, Jalan Utara 46200 Petaling Jaya,Selangor Darul Ehsan",3.1071968,101.6399449,2
Herbet Sdn Bhd,FCM,Media Arts,MB07,"5-13A-2, Block 5,VSQ @ PJ City Center, Jalan Utara 46200 Petaling Jaya,Selangor Darul Ehsan",3.1071968,101.6399449,2
Hexarus Creative Sdn Bhd,FCM,Advertising Design,MB09,"2-1, Jalan BK 5a/2b, Bandar Kinrara, 47180 Puchong, Selangor",3.0472096,101.6451015,1
Heybro MCN,FCM,Digital Motion Graphics,MD08,"19-21-1, Jalan SR 8/1, Taman Serdang Raya, 43300 Seri Kembangan, Selangor",3.0471187,101.7043553,2
Highness Clinics,FCM,Virtual Reality,MB06,"Bldg 53, Building 53 - 26th St - Umm Hurair 2 - Dubai Healthcare City - Dubai - United Arab Emirates",25.2316217,55.3181733,1
Hoops Station Sdn Bhd,FCM,Creative Multimedia,MD07,"2, Jalan Anggerik Vanilla Z 31/Z, Kota Kemuning, 40460 Shah Alam, Selangor",3.0068789,101.5354392,2
Humanology Sdn Bhd,FCM,Visual Effects,MB12,"Amber Business Plaza, 73-3, Jalan Jelawat 1, Taman Ikan Emas, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1127286,101.7159334,4
Hyper-Vision (Bintulu) Sales & Services Co.,FCM,Digital Motion Graphics,MD08,"Taman Jasmine, 97000 Bintulu, Sarawak",3.199991,113.066114,1
IBE Global Sdn Bhd,FCM,Digital Motion Graphics,MD08,"No. 14GF, Jalan 15/1f, Seksyen 15, 43650 Bandar Baru Bangi, Selangor",2.9337097,101.7690272,2
IGL COATINGS,FCM,Creative Multimedia,MD07,"7, Jalan Majistret U1/26, Hicom-glenmarie Industrial Park, 40150 Shah Alam, Selangor",3.0835232,101.5621528,2
INMAGINE GROUP,FCM,Advertising Design,MB09,"Level 3, Kelana Parkview Tower, 1, Jalan SS 6/2, Ss 6, 47301 Petaling Jaya, Selangor",3.1012904,101.5990781,1
INMAGINE GROUP,FCM,Animation,MB11,"Level 3, Kelana Parkview Tower, 1, Jalan SS 6/2, Ss 6, 47301 Petaling Jaya, Selangor",3.1012904,101.5990781,1
INT INTERIOR DESIGN STUDIO,FCM,Interface Design,MB05,"Menglembu, Malaysia, 31450",4.5746106,101.0428931,1
IOI Properties Group Berhad,FCM,Advertising Design,MB09,"Level 26, IOI City Tower Two, Lbh IRC, Ioi Resort, 62502 Putrajaya",2.9692327,101.7113346,1
IPS Design Sdn Bhd,FCM,Digital Motion Graphics,MD08,"No 100-1 (BWH, Jln Junid, 84000 Muar, Johor",2.0219253,102.5673898,2
Illusion Fecit Sdn Bhd,FCM,Animation & Visual Effects,MB13,"8B, Jalan SS 2/61, SS 2, 47300 Petaling Jaya, Selangor",3.1170907,101.6219138,2
Imagic Esolutions Sdn Bhd,FCM,Interface Design,MB05,"1, Jalan Sinaran 6 Taman Sinaran Seri Kembangan, 43300 Kajang, Selangor",3.0094646,101.7533755,2
Immonaaz Sdn Bhd,FCM,3D Modelling & Animation,MD04,"Autoville, Jalan, No. 12A, Jalan Autoville 2, Persiaran Multimedia, 63000 Cyberjaya, Selangor",2.9188353,101.6322845,2
Imperium Universe,FCM,Digital Motion Graphics,MD08,"Penthouse, Menara Chan,138 Jalan Ampang,50450 Kuala Lumpur",3.1587878,101.7079859,1
Inmagine Innovation Sdn Bhd,FCM,Advertising Design,MB09,"Unit 01-12, Level 9,Tower A, Vertical Business Suite,Avenue 3, Bangsar South,No.8, Jalan Kerinchi,59200 Kuala Lumpur",3.1104542,101.6657394,1
Inmagine Innovation Sdn Bhd,FCM,Animation,MB11,"Unit 01-12, Level 9,Tower A, Vertical Business Suite,Avenue 3, Bangsar South,No.8, Jalan Kerinchi,59200 Kuala Lumpur",3.1104542,101.6657394,1
Inmagine Innovation Sdn Bhd,FCM,Virtual Reality,MB06,"Unit 01-12, Level 9,Tower A, Vertical Business Suite,Avenue 3, Bangsar South,No.8, Jalan Kerinchi,59200 Kuala Lumpur",3.1104542,101.6657394,4
Inmagine Innovation Sdn Bhd,FCM,Digital Motion Graphics,MD08,"Unit 01-12, Level 9,Tower A, Vertical Business Suite,Avenue 3, Bangsar South,No.8, Jalan Kerinchi,59200 Kuala Lumpur",3.1104542,101.6657394,1
Innoveam Sdn. Bhd.,FCM,Virtual Reality,MB06,"04, GTower, Level 16-02, 199, Jln Tun Razak, 50400 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.1591226,101.7198788,2
Inspidea Sdn Bhd,FCM,Animation,MB11,"G-G-03A Glomac Square, Jalan SS 6/16a, Ss 6, 47301 Petaling Jaya, Selangor",3.1041826,101.5995867,3
Inspidea Sdn Bhd,FCM,Animation & Visual Effects,MB13,"G-G-03A Glomac Square, Jalan SS 6/16a, Ss 6, 47301 Petaling Jaya, Selangor",3.1041826,101.5995867,1
Inspidea Sdn Bhd,FCM,Visual Effects,MB12,"G-G-03A Glomac Square, Jalan SS 6/16a, Ss 6, 47301 Petaling Jaya, Selangor",3.1041826,101.5995867,1
Integrasi Erat Sdn Bhd,FCM,Virtual Reality,MB06,"I-83-G & I-83-1, Bistari De Kota, PJU5, 83, Jalan Teknologi 3/9, Kota Damansara, 47810 Petaling Jaya, Selangor",3.1656989,101.5750197,2
Intel Electronics (Malaysia) Sdn. Bhd.,FCM,Animation,MB11,"No 12, Jalan Gelenggang, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1515612,101.6638276,1
Intel Electronics (Malaysia) Sdn. Bhd.,FCM,Visual Effects,MB12,"No 12, Jalan Gelenggang, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1515612,101.6638276,2
Inter Excel Tourism Academy Sdn. Bhd.,FCM,Advertising Design,MB09,"2A-2-1, Block 2A, Level 2, Plaza Sentral, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, WP, 50470 Kuala Lumpur, Wilayah Persekutuan",3.1323673,101.6843387,2
Ionnex Sdn Bhd,FCM,Creative Multimedia,MD07,"Unit 15-13, Q Sentral, 2A, Jalan Stesen Sentral 2, Kuala Lumpur Sentral, 50470 Kuala Lumpur",3.1366046,101.6877164,1
Ipg Mediabrands Sdn Bhd,FCM,Creative Multimedia,MD07,"Level 5, Wisma LYL, 12, Jalan 51a/223, Seksyen 51a, 46100 Petaling Jaya, Selangor",3.1022464,101.6370216,1
JABATAN PENDAFTARAN NEGARA,FCM,Creative Multimedia,MD07,"3rd floor, UTC, 65, Jalan Trus, 80000 Johor Bahru, Johor",1.4603274,103.7629832,1
JC Studio Films,FCM,Media Arts,MB07,"First Subang, Jln SS 15/4G, Ss 15, 47500 Subang Jaya, Selangor",3.0782222,101.586718,1
JL Fine Jewelry,FCM,Interface Design,MB05,"H2-13, Plaza Arkadia, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1855877,101.6349096,1
JOMBIZ SDN BHD,FCM,Advertising Design,MB09,"10-1, Jalan Bangi Avenue 1/8, Bangi Avenue, 43000 Kajang, Selangor",2.9005776,101.7923773,1
JOMRUN SDN BHD,FCM,Animation,MB11,"C2-3, 8, CBD Perdana 3, Cyberjaya, 63000 Cyberjaya, Selangor",2.9256997,101.6499862,1
JP Asia Capital Sdn Bhd,FCM,3D Modelling & Animation,MD04,"66-2, Jln Icon City, Icon City, 14000 Bukit Mertajam, Pulau Pinang",5.343052,100.4338392,1
"Jabatan Pendaftaran Negara, Putrajaya",FCM,Creative Multimedia,MD07,"No 20, Persiaran Sultan Sallahuddin Abdul Aziz Shah, Presint 2, 62551 Putrajaya, Wilayah Persekutuan Putrajaya",2.928026,101.6888077,1
Jabatan Penerangan Malaysia,FCM,Advertising Design,MB09,"Kementerian Komunikasi dan Digital, 14, 4G9, Persiaran Perdana, Presint 4, 62100 Putrajaya, Wilayah Persekutuan Putrajaya",2.9036375,101.6818752,1
Jabatan Pengangkutan Jalan Malaysia,FCM,Digital Motion Graphics,MD08,"Lebuh Setia, Presint 4, 62100 Putrajaya, Wilayah Persekutuan Putrajaya",2.9137542,101.6835506,1
Jomventures Travel & Tours Sdn Bhd,FCM,Virtual Reality,MB06,"No 22A-1 Jalan Sunsria 1B/2, Jasper Square Bandar, Persiaran Sunsuria, 43900 Sepang, Selangor",2.8385764,101.7006094,1
JustSimple (M) Sdn Bhd,FCM,Advertising Design,MB09,"09, Block B, NZX Commercial Centre, No. B-2, Jalan PJU 1A/41B, Ara Damansara, 47301 Petaling Jaya, Selangor",3.1149167,101.5895402,1
K FRY SDN BHD,FCM,Digital Motion Graphics,MD08,"LG 221A 1 Utama Shopping Center, Bandar Utama, 47800 Petaling Jaya, Selangor",3.1480679,101.6164417,1
KANAZ HOLDINGS SDN BHD,FCM,Animation,MB11,"No 41-11, Upper Deck West Wing Q Sentral Jalan Sentral 2, 50470 KL Sentral Kuala Lumpur Malaysia",3.133733,101.6868629,1
KEMENTERIAN DALAM NEGERI,FCM,Animation,MB11,"ARAS 5. BLOK D2. KOMPLEKS D, PUSAT PENTADBIRAN KERAJAAN PERSEKUTUAN, 62000 PUTRAJAYA, WILAYAH PERSEKUTUAN PUTRAJAYA",2.9388387,101.6922415,2
Kait Lifestyle Store,FCM,Advertising Design,MB09,"Lot 0033, Kompleks Sentral, 33, Jalan Segambut Atas, Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1885631,101.6758384,2
Kanaloa Studios,FCM,Animation,MB11,"1-5 Innovation House Taman Teknologi Malaysia, Bukit Jalil, 57000 Kuala Lumpur",3.047042,101.6869835,1
Kementerian Perdagangan Dalam Negeri dan Hal Ehwal Pengguna (KPDNHEP),FCM,Creative Multimedia,MD07,"Wisma Persekutuan, Jalan Business City, Malacca International Trade Centre, 75450 Ayer Keroh, Malacca",2.2736274,102.2885963,1
Khaw Tai Food Industries Sdn. Bhd. (24852T),FCM,3D Modelling & Animation,MD04,"Lot 26, Tanjung Agas Industrial Area, 84000 Muar, Johor",2.055902,102.557561,1
Kingdom Digital,FCM,Advertising Design,MB09,"Unit A-3-1 & A-3-2 Menara Mustapha Kamal, PJ Trade Centre, Jalan PJU 8/8A, Damansara Perdana, 47820 Petaling Jaya, Selangor",3.1669229,101.6129749,2
Kopitiam Asia Pacific Sdn. Bhd.,FCM,Advertising Design,MB09,"47600, Lot 896, Jalan Subang 10, Taman Perindustrian Subang, 47100 Subang Jaya, Selangor",3.0206675,101.5913781,2
Korea Wallpaper (KL) Sdn Bhd,FCM,Digital Motion Graphics,MD08,"G-7, Jalan Merbah 1, Bandar Puchong Jaya, 47170 Puchong, Selangor",3.0431613,101.618025,1
"LEARN, MMU",FCM,Advertising Design,MB09,"Centre for Lifelong Education and Learning Innovation (LEARN) Multimedia University, Cyberjaya Campus Persiaran Multimedia, 63100 Cyberjaya, Selangor, Malaysia",2.9277715,101.6419004,2
"LEARN, MMU",FCM,Animation,MB11,"Centre for Lifelong Education and Learning Innovation (LEARN) Multimedia University, Cyberjaya Campus Persiaran Multimedia, 63100 Cyberjaya, Selangor, Malaysia",2.9277715,101.6419004,1
"LEARN, MMU",FCM,Media Arts,MB07,"Centre for Lifelong Education and Learning Innovation (LEARN) Multimedia University, Cyberjaya Campus Persiaran Multimedia, 63100 Cyberjaya, Selangor, Malaysia",2.9277715,101.6419004,1
"LEARN, MMU",FCM,3D Modelling & Animation,MD04,"Centre for Lifelong Education and Learning Innovation (LEARN) Multimedia University, Cyberjaya Campus Persiaran Multimedia, 63100 Cyberjaya, Selangor, Malaysia",2.9277715,101.6419004,8
"LEARN, MMU",FCM,Creative Multimedia,MD07,"Centre for Lifelong Education and Learning Innovation (LEARN) Multimedia University, Cyberjaya Campus Persiaran Multimedia, 63100 Cyberjaya, Selangor, Malaysia",2.9277715,101.6419004,4
"LEARN, MMU",FCM,Digital Motion Graphics,MD08,"Centre for Lifelong Education and Learning Innovation (LEARN) Multimedia University, Cyberjaya Campus Persiaran Multimedia, 63100 Cyberjaya, Selangor, Malaysia",2.9277715,101.6419004,5
LEMON SKY ANIMATION SDN BHD,FCM,Animation,MB11,"Unit 3-13A-01, Tower 3, Level 13A. UOA Business Park, 1, Jalan Pengaturcara U1/51, Section U1, 40150 Shah Alam, Selangor",3.0861206,101.5870617,1
LEMON SKY ANIMATION SDN BHD,FCM,Visual Effects,MB12,"Unit 3-13A-01, Tower 3, Level 13A. UOA Business Park, 1, Jalan Pengaturcara U1/51, Section U1, 40150 Shah Alam, Selangor",3.0861206,101.5870617,2
LIGHT UP 7 SDN BHD,FCM,Visual Effects,MB12,"West Wing 1st Floor, Bangunan ECM Libra, 8, Jalan Damansara Endah, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1498933,101.6651169,2
LIGHT UP 7 SDN BHD,FCM,Digital Motion Graphics,MD08,"West Wing 1st Floor, Bangunan ECM Libra, 8, Jalan Damansara Endah, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1498933,101.6651169,1
LINKS INTERNATIONAL,FCM,Virtual Reality,MB06,"BO2-A-11-1, Menara 3, KL Eco City, No. 3, Jalan Bangsar, 59200 Kuala Lumpur, Malaysia",3.1173508,101.6732033,1
Latitude Marketing Sdn. Bhd.,FCM,Media Arts,MB07,"4, Jalan Jasmin 1, Bandar Botanik, 41200 Klang, Selangor",2.9889087,101.4441285,2
Leeden Hercules Sdn Bhd,FCM,Creative Multimedia,MD07,"196, Jalan Lahat, Taman Falim, 30200 Ipoh, Perak",4.5785907,101.0647673,1
Leeden Hercules Sdn Bhd (HQ),FCM,Creative Multimedia,MD07,"2249, Jalan Iks Bkt Minyak 1, Taman Iks Bukit Minyak, 14000 Bukit Mertajam, Pulau Pinang",5.3218047,100.4534862,1
Lenora Creative,FCM,Creative Multimedia,MD07,"7-2, Jalan Bpp 5/1, Pusat Bandar Putra Permai, 43300 Seri Kembangan, Selangor",2.982971,101.666181,1
Lil Critter Workshop,FCM,3D Modelling & Animation,MD04,"D-G-1 Block D2 Ritze Perdana Business Centre, 2, Jalan PJU 8/3a, Damansara Perdana, 47820 Petaling Jaya, Selangor",3.1666003,101.6058536,1
Lilin+Co,FCM,Creative Multimedia,MD07,"2nd Floor, Lot 5, Jalan 51A/225A, Seksyen 51A, 46100 Petaling Jaya, Selangor",3.0914845,101.6273429,2
Limitless Technology Sdn Bhd,FCM,Advertising Design,MB09,"1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1657017,101.6531554,1
Lucro PC,FCM,Creative Multimedia,MD07,"E2.05.08, Tamarind Square, Persiaran Multimedia, Cyber 11, 63000 Cyberjaya, Selangor",2.9196975,101.6370896,2
Luxtag Sdn Bhd,FCM,Advertising Design,MB09,"Wisma Suria, Jalan Teknokrat 6, Cyberjaya, 63000 Cyberjaya, Selangor",2.9154157,101.6544691,1
M&C SAATCHI,FCM,Advertising Design,MB09,"Bukit Damansara, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.1510265,101.663037,2
M&C SAATCHI,FCM,Digital Motion Graphics,MD08,"Bukit Damansara, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.1510265,101.663037,1
MACHINO,FCM,Creative Multimedia,MD07,"84, Jalan SS 2/55, SS 2, 47300 Petaling Jaya, Selangor",3.1184855,101.6191549,1
MALAYAN BANKING BERHAD,FCM,Digital Motion Graphics,MD08,"No. 1 & 3, Jalan Kuchai Maju 1 off Jalan Kuchai Lama, 58200, Kuala Lumpur, Wilayah Persekutuan, Malaysia, 58200 Kuala Lumpur",3.0911257,101.6894602,1
MALAYSIAN GREEN TECHNOLOGY AND CLIMATE CHANGE CORPORATION (MGTC),FCM,Creative Multimedia,MD07,"No. 2, Jalan 9, 10, Persiaran Usahawan, Seksyen 9, 43650 Bandar Baru Bangi, Selangor",2.9583688,101.7512853,1
MALAYSIAN INDUSTRY-GOVERNMENT GROUP FOR HIGH TECHNOLOGY (MiGHT),FCM,Advertising Design,MB09,"MIGHT Partnership Hub, Jalan Impact, Cyberjaya, 63000 Cyberjaya, Selangor",2.9206887,101.661557,1
MALAYSIAN SOCIETY FOR OCCUPATIONAL SAFETY & HEALTH,FCM,3D Modelling & Animation,MD04,"1, Jalan Pegaga D U12/D, Desa Alam, Section U12, 40170 Shah Alam, Selangor",3.0766856,101.4783502,1
MAX PROPERTY AGENCY,FCM,Virtual Reality,MB06,"72-2, Jalan TTDI Grove 1/1, 43000 Kajang, Selangor",2.9964063,101.8138334,1
MBO CINEMA SDN BHD,FCM,Creative Multimedia,MD07,"Wisma Lotus, Lot 1A, Lorong 51a/223a, Seksyen 51a, 46100 Petaling Jaya, Selangor",3.1038923,101.6363601,3
MD EVENTS ASIA SDN BHD (1125474-A),FCM,Creative Audio,MD06,"No. 19, Mivo Industrial Avenue 1,, Jalan Mivo 1, Taman Perindustrian Desa Aman,, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.2090206,101.6050515,4
MD EVENTS ASIA SDN BHD (1125474-A),FCM,Creative Multimedia,MD07,"No. 19, Mivo Industrial Avenue 1,, Jalan Mivo 1, Taman Perindustrian Desa Aman,, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.2090206,101.6050515,1
MEDIA SUPPORT UNIT MMU,FCM,Animation & Visual Effects,MB13,"LG Floor, Faculty Of Creative Multimedia, Persiaran Newron, 63000 Cyberjaya, Selangor",2.9262671,101.642499,2
MEREKA INNOVATIVE EDUCATION SDN BHD,FCM,Advertising Design,MB09,"LOT 1A-3, LEVEL G1, PUBLIKA SHOPPING GALLERY, SOLARIS DUTAMAS, 50480 KUALA LUMPUR Me.reka, Lot 1A-3, Malaysia",3.1706245,101.6668318,1
MEREKA INNOVATIVE EDUCATION SDN BHD,FCM,Interface Design,MB05,"LOT 1A-3, LEVEL G1, PUBLIKA SHOPPING GALLERY, SOLARIS DUTAMAS, 50480 KUALA LUMPUR Me.reka, Lot 1A-3, Malaysia",3.1706245,101.6668318,3
METIER FOOD SDN BHD,FCM,Advertising Design,MB09,"15, Jln MJ 16, Taman Industri Meranti Jaya, 47120 Puchong, Selangor",2.973133,101.6086349,2
METIER FOOD SDN BHD,FCM,Creative Multimedia,MD07,"15, Jln MJ 16, Taman Industri Meranti Jaya, 47120 Puchong, Selangor",2.973133,101.6086349,2
MH GLOBAL SDN BHD,FCM,Creative Multimedia,MD07,"No, 91, Jalan Bangsar, Bangsar, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1225824,101.6754545,2
MINISTRY XR,FCM,Virtual Reality,MB06,"A1-7-16 Arcoris Business Suites, No. 10, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.1681185,101.6518685,2
MIRAYI SDN BHD,FCM,Animation,MB11,"Zenith Corporate Park, 76-2, Block G, Jalan SS 7/26, 47301 Petaling Jaya, Selangor",3.104205,101.5921382,2
MMU (LIFE-LONG EDUCATION DEPARTMENT),FCM,3D Modelling & Animation,MD04,"Persiaran Multimedia, 63100 Cyberjaya, Selangor",2.9237915,101.661545,1
MMU Cnergy,FCM,3D Modelling & Animation,MD04,"Ground Floor, FCI Building, Multimedia University, Persiaran Newron, 63100 Cyberjaya, Selangor",2.9275354,101.6406231,7
MMU Cnergy,FCM,Creative Audio,MD06,"Ground Floor, FCI Building, Multimedia University, Persiaran Newron, 63100 Cyberjaya, Selangor",2.9275354,101.6406231,3
MMU Cnergy,FCM,Digital Motion Graphics,MD08,"Ground Floor, FCI Building, Multimedia University, Persiaran Newron, 63100 Cyberjaya, Selangor",2.9275354,101.6406231,2
MNSTRY ASIA SDN BHD,FCM,Media Arts,MB07,"D-1-3a, 1,Blok D Ritze Perdana,Bandar Damansara,Jalan Pju 8/2,Petaling Jaya,47820,Selangor",3.1666111,101.6050679,1
MNSTRY ASIA SDN BHD,FCM,Virtual Reality,MB06,"D-1-3a, 1,Blok D Ritze Perdana,Bandar Damansara,Jalan Pju 8/2,Petaling Jaya,47820,Selangor",3.1666111,101.6050679,1
MOTIO STUDIO,FCM,Virtual Reality,MB06,"7, Jalan Permai, Taman Persiaran Desa, 50460 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1238774,101.686249,1
MS Post Production Sdn. Bhd.,FCM,Digital Motion Graphics,MD08,"Dataran Dwitasik, No. 96, Jalan Dwitasik 1, Bandar Sri Permaisuri, Wilayah Persekutuan, 56000 Kuala Lumpur",3.1004015,101.7122751,1
MULTIMEDIA UNIVERSITY,FCM,Advertising Design,MB09,"Persiaran Multimedia, 63100 Cyberjaya, Selangor",2.9237915,101.661545,1
MULTIMEDIA UNIVERSITY,FCM,Animation & Visual Effects,MB13,"Persiaran Multimedia, 63100 Cyberjaya, Selangor",2.9237915,101.661545,2
MULTIMEDIA UNIVERSITY,FCM,Visual Effects,MB12,"Persiaran Multimedia, 63100 Cyberjaya, Selangor",2.9237915,101.661545,1
MULTIMEDIA UNIVERSITY,FCM,3D Modelling & Animation,MD04,"Persiaran Multimedia, 63100 Cyberjaya, Selangor",2.9237915,101.661545,1
MULTIMEDIA UNIVERSITY,FCM,Digital Motion Graphics,MD08,"Persiaran Multimedia, 63100 Cyberjaya, Selangor",2.9237915,101.661545,1
MYSense,FCM,Digital Motion Graphics,MD08,"Block D-57-3A, Jaya One, 72, Jln Profesor Diraja Ungku Aziz, Seksyen 13A, 46400 Petaling Jaya, Selangor",3.1184035,101.6354371,1
MYTV Broadcasting (M) Sdn Bhd,FCM,Creative Multimedia,MD07,"2271, Jalan Usahawan 2, Cyber 6, 63000 Cyberjaya, Selangor",2.9278855,101.6621603,1
MYU PROPERTIES,FCM,Advertising Design,MB09,"(HQ) Suite 56-2, & 56-3, Setia Avenue, No. 2, Jalan Setia Prima S U13/S, Setia Alam, Seksyen U13, 40170 Shah Alam, Selangor, Malaysia, Shah Alam, MY",3.1074769,101.4449845,1
Machlab Scientific Sdn Bhd,FCM,Interface Design,MB05,"1-1, Jalan BS 5/26a, Taman Bukit Serdang, 43300 Seri Kembangan, Selangor",3.023067,101.6964153,1
Madex Group Sdn Bhd,FCM,Creative Multimedia,MD07,"73A, Jalan Sutera Tanjung 8/3, Taman Sutera Utama, 81300 Skudai, Johor",1.5155885,103.6693965,4
Majlis Amanah Rakyat (MARA),FCM,3D Modelling & Animation,MD04,"21, Jln Raja Laut, Chow Kit, 50609 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.1580868,101.6952657,1
Malabar Palace Sri Hartamas,FCM,Media Arts,MB07,"G8 & G9, Ground floor, Main Lobby, Hartamas Shopping Centre, 60, Jalan Sri Hartamas 1, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.163504,101.656995,1
Malaysia Airports Holdings Berhad (MAHB),FCM,Digital Motion Graphics,MD08,"Airport Management Centre, KL International Airport, 64000 KLIA, Selangor",2.75812,101.7094378,1
Malaysia Productivity Corporation (MPC) HQ,FCM,Virtual Reality,MB06,"Jalan Sultan, Pjs 52, 46200 Petaling Jaya, Selangor",3.1002902,101.6447534,4
Malaysian Green Technology And Climate Change Corporation,FCM,Creative Multimedia,MD07,"No. 2, Jalan 9, 10, Persiaran Usahawan, Seksyen 9, 43650 Bandar Baru Bangi, Selangor",2.9583688,101.7512853,1
Malaysian Industry-Government Group for High Technology(MIGHT),FCM,Advertising Design,MB09,"MIGHT Partnership Hub,Jalan IMPACT,63000 Cyberjaya, Selangor Darul Ehsan",2.9206887,101.661557,1
Mantra Communication Sdn Bhd,FCM,Digital Motion Graphics,MD08,"C-3A-33A, Camilia Block, 10 Boulevard, Lebuhraya Sprint, PJU 6A, 47400 Petaling Jaya, Selangor",3.1325666,101.6124746,1
Marketing and Recruitment Centre (MRC) Universiti Malaya,FCM,Advertising Design,MB09,"833, Lingkungan Budi, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1231226,101.6604,4
Marketing and Recruitment Centre (MRC) Universiti Malaya,FCM,Creative Multimedia,MD07,"833, Lingkungan Budi, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1231226,101.6604,2
Mass Rapid Transit Corporation Sdn Bhd (MRT Corp),FCM,Advertising Design,MB09,"5, Menara I&P 1, 46, Jalan Dungun, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1526226,101.6657311,1
Mastermind Group Sdn Bhd,FCM,3D Modelling & Animation,MD04,"Perdana Business Centre, 30-5, Jalan PJU 8/5g, Damansara Perdana, 47820 Petaling Jaya, Selangor",3.1666003,101.6058536,1
Matrix Invent MSC Sdn Bhd,FCM,Animation,MB11,"3A, 12A, Jalan PJU 8/3, Damansara Perdana, 47820 Petaling Jaya, Selangor",3.1647362,101.6076191,1
Megapine (M) Sdn. BHD.,FCM,3D Modelling & Animation,MD04,"15, Jalan Suadamai 1/2, Tun Hussein Onn, 43200 Cheras, Selangor",3.0550015,101.7590213,1
Mereka,FCM,Interface Design,MB05,"Lot 1C, Level G1 (A4 Entrance) Publika Shopping Gallery, Solaris Dutamas, 50480 Kuala Lumpur",3.1712879,101.6641079,1
Milky Tree Sdn Bhd,FCM,3D Modelling & Animation,MD04,"Unit No. E205, Block E, Level 2,Pusat Dagangan Damansara 1,No. 9 Jalan 16/11, Off Jalan Damansara, 46350 Petaling Jaya, Selangor, Malaysia.",3.1275345,101.6434224,2
Millionials Sdn Bhd,FCM,3D Modelling & Animation,MD04,"1-4, Jalan PJU 1A/41B, Pusat Dagangan NZX, 47301 Petaling Jaya, Selangor",3.1153114,101.5888314,1
